Date,Store_ID,SKU_ID,Beginning_Inventory,Units_Received,Units_Sold,Units_Transferred_In,Units_Transferred_Out,Damaged_Units,Ending_Inventory,Inventory_Value
2026-08-12,S004,TEX0432,0,0,0,2,3,0,0,0.0
2026-08-12,S005,TEX0432,0,13,10,3,2,0,3,116.85
2026-08-12,S006,TEX0432,0,2,0,1,0,0,2,77.9
2026-08-12,S007,TEX0432,0,0,0,0,1,0,0,0.0
2026-08-12,S008,TEX0432,0,0,0,2,1,0,0,0.0
2026-08-12,S009,TEX0432,1,1,1,2,2,0,1,38.95
2026-08-12,S010,TEX0432,0,0,0,2,3,0,0,0.0
2026-08-12,S001,TEX0433,0,1,1,1,3,0,0,0.0
2026-08-12,S002,TEX0433,2,2,2,3,0,0,2,39.02
2026-08-12,S003,TEX0433,0,1,0,2,3,0,1,19.51
2026-08-12,S004,TEX0433,1,0,0,2,0,0,1,19.51
2026-08-12,S005,TEX0433,0,0,0,0,3,0,0,0.0
2026-08-12,S006,TEX0433,0,1,1,1,1,0,0,0.0
2026-08-12,S007,TEX0433,0,0,0,1,3,0,0,0.0
2026-08-12,S008,TEX0433,0,0,0,0,2,0,0,0.0
2026-08-12,S009,TEX0433,0,1,0,0,1,0,1,19.51
2026-08-12,S010,TEX0433,1,3,3,0,1,0,1,19.51
2026-08-12,S001,TEX0434,0,0,0,3,3,0,0,0.0
2026-08-12,S002,TEX0434,1,4,5,1,2,0,0,0.0
2026-08-12,S003,TEX0434,1,3,2,2,3,0,2,95.88
2026-08-12,S004,TEX0434,0,0,0,1,3,0,0,0.0
2026-08-12,S005,TEX0434,0,3,3,0,1,0,0,0.0
2026-08-12,S006,TEX0434,0,1,0,1,3,0,1,47.94
2026-08-12,S007,TEX0434,0,3,2,0,3,0,1,47.94
2026-08-12,S008,TEX0434,1,0,0,1,2,0,1,47.94
2026-08-12,S009,TEX0434,0,1,0,3,2,0,1,47.94
2026-08-12,S010,TEX0434,0,2,1,2,2,0,1,47.94
2026-08-12,S001,TEX0435,0,4,3,2,2,0,1,44.07
2026-08-12,S002,TEX0435,0,2,1,0,0,0,1,44.07
2026-08-12,S003,TEX0435,0,0,0,3,3,0,0,0.0
2026-08-12,S004,TEX0435,0,2,1,2,0,0,1,44.07
2026-08-12,S005,TEX0435,0,0,0,3,2,0,0,0.0
2026-08-12,S006,TEX0435,1,1,1,3,0,0,1,44.07
2026-08-12,S007,TEX0435,1,3,4,2,1,1,0,0.0
2026-08-12,S008,TEX0435,0,2,0,0,1,0,2,88.14
2026-08-12,S009,TEX0435,1,0,0,1,0,0,1,44.07
2026-08-12,S010,TEX0435,0,0,0,2,3,0,0,0.0
2026-08-12,S001,TEX0436,0,0,0,0,1,0,0,0.0
2026-08-12,S002,TEX0436,0,2,0,2,3,0,2,66.52
2026-08-12,S003,TEX0436,0,1,0,0,3,0,1,33.26
2026-08-12,S004,TEX0436,1,2,3,2,3,0,0,0.0
2026-08-12,S005,TEX0436,0,1,0,0,1,0,1,33.26
2026-08-12,S006,TEX0436,2,7,6,2,2,0,3,99.78
2026-08-12,S007,TEX0436,1,4,3,1,1,0,2,66.52
2026-08-12,S008,TEX0436,1,5,4,1,2,0,2,66.52
2026-08-12,S009,TEX0436,1,0,0,0,0,0,1,33.26
2026-08-12,S010,TEX0436,1,1,2,0,0,0,0,0.0
2026-08-12,S001,TEX0437,0,0,0,0,2,0,0,0.0
2026-08-12,S002,TEX0437,1,2,2,0,0,0,1,25.32
2026-08-12,S003,TEX0437,2,0,0,0,0,0,2,50.64
2026-08-12,S004,TEX0437,0,0,0,2,1,0,0,0.0
2026-08-12,S005,TEX0437,0,1,0,2,3,0,1,25.32
2026-08-12,S006,TEX0437,1,0,0,0,0,0,1,25.32
2026-08-12,S007,TEX0437,0,2,1,3,2,0,1,25.32
2026-08-12,S008,TEX0437,0,2,1,0,3,0,1,25.32
2026-08-12,S009,TEX0437,1,0,0,1,3,0,1,25.32
2026-08-12,S010,TEX0437,1,1,2,2,0,0,0,0.0
2026-08-12,S001,TEX0438,0,2,1,1,2,0,1,41.23
2026-08-12,S002,TEX0438,0,1,0,0,2,0,1,41.23
2026-08-12,S003,TEX0438,0,2,0,2,3,0,2,82.46
2026-08-12,S004,TEX0438,0,0,0,1,3,0,0,0.0
2026-08-12,S005,TEX0438,1,1,1,3,0,0,1,41.23
2026-08-12,S006,TEX0438,1,2,1,1,2,0,2,82.46
2026-08-12,S007,TEX0438,1,9,6,0,3,0,4,164.92
2026-08-12,S008,TEX0438,1,0,0,3,0,0,1,41.23
2026-08-12,S009,TEX0438,2,4,3,1,0,0,3,123.69
2026-08-12,S010,TEX0438,0,0,0,1,1,0,0,0.0
2026-08-12,S001,TEX0439,0,0,0,1,3,0,0,0.0
2026-08-12,S002,TEX0439,0,0,0,3,2,1,0,0.0
2026-08-12,S003,TEX0439,0,0,0,2,1,0,0,0.0
2026-08-12,S004,TEX0439,0,0,0,2,0,0,0,0.0
2026-08-12,S005,TEX0439,1,4,4,3,2,0,1,10.64
2026-08-12,S006,TEX0439,0,2,2,2,1,0,0,0.0
2026-08-12,S007,TEX0439,1,1,1,1,0,0,1,10.64
2026-08-12,S008,TEX0439,0,1,0,3,1,0,1,10.64
2026-08-12,S009,TEX0439,0,2,2,1,3,1,0,0.0
2026-08-12,S010,TEX0439,0,1,0,1,2,0,1,10.64
2026-08-12,S001,TEX0440,0,0,0,1,0,0,0,0.0
2026-08-12,S002,TEX0440,0,0,0,2,0,0,0,0.0
2026-08-12,S003,TEX0440,1,0,0,3,2,0,1,27.32
2026-08-12,S004,TEX0440,0,1,0,0,2,0,1,27.32
2026-08-12,S005,TEX0440,0,1,1,2,0,0,0,0.0
2026-08-12,S006,TEX0440,1,0,0,2,3,0,1,27.32
2026-08-12,S007,TEX0440,0,3,3,2,3,1,0,0.0
2026-08-12,S008,TEX0440,0,0,0,1,3,0,0,0.0
2026-08-12,S009,TEX0440,0,3,1,2,0,0,2,54.64
2026-08-12,S010,TEX0440,0,0,0,1,1,0,0,0.0
2026-08-12,S001,TEX0441,0,2,2,1,0,0,0,0.0
2026-08-12,S002,TEX0441,1,1,0,0,1,0,2,55.94
2026-08-12,S003,TEX0441,1,1,2,3,2,0,0,0.0
2026-08-12,S004,TEX0441,0,0,0,0,0,0,0,0.0
2026-08-12,S005,TEX0441,1,0,0,2,1,0,1,27.97
2026-08-12,S006,TEX0441,0,0,0,0,2,0,0,0.0
2026-08-12,S007,TEX0441,0,4,3,0,2,0,1,27.97
2026-08-12,S008,TEX0441,0,2,0,1,2,0,2,55.94
2026-08-12,S009,TEX0441,2,4,4,3,2,0,2,55.94
2026-08-12,S010,TEX0441,1,0,1,3,1,0,0,0.0
2026-08-12,S001,TEX0442,0,0,0,2,3,0,0,0.0
2026-08-12,S002,TEX0442,0,0,0,1,0,0,0,0.0
2026-08-12,S003,TEX0442,0,0,0,3,3,0,0,0.0
2026-08-12,S004,TEX0442,0,0,0,0,3,0,0,0.0
2026-08-12,S005,TEX0442,1,0,0,2,0,0,1,49.75
2026-08-12,S006,TEX0442,0,0,0,2,3,0,0,0.0
2026-08-12,S007,TEX0442,0,2,1,3,1,0,1,49.75
2026-08-12,S008,TEX0442,0,0,0,2,3,0,0,0.0
2026-08-12,S009,TEX0442,0,0,0,1,3,0,0,0.0
2026-08-12,S010,TEX0442,0,0,0,0,3,0,0,0.0
2026-08-12,S001,TEX0443,0,1,0,0,3,0,1,21.77
2026-08-12,S002,TEX0443,0,2,1,1,0,0,1,21.77
2026-08-12,S003,TEX0443,1,0,1,0,2,0,0,0.0
2026-08-12,S004,TEX0443,0,1,0,2,2,0,1,21.77
2026-08-12,S005,TEX0443,1,4,3,1,0,0,2,43.54
2026-08-12,S006,TEX0443,0,0,0,3,2,0,0,0.0
2026-08-12,S007,TEX0443,1,0,0,0,2,0,1,21.77
2026-08-12,S008,TEX0443,1,8,6,1,2,0,3,65.31
2026-08-12,S009,TEX0443,0,0,0,3,3,0,0,0.0
2026-08-12,S010,TEX0443,0,0,0,1,2,0,0,0.0
2026-08-12,S001,TEX0444,0,0,0,2,0,0,0,0.0
2026-08-12,S002,TEX0444,0,0,0,0,2,0,0,0.0
2026-08-12,S003,TEX0444,2,2,2,0,0,0,2,90.42
2026-08-12,S004,TEX0444,0,0,0,1,1,0,0,0.0
2026-08-12,S005,TEX0444,0,0,0,1,1,0,0,0.0
2026-08-12,S006,TEX0444,0,1,1,2,1,0,0,0.0
2026-08-12,S007,TEX0444,1,2,2,1,2,0,1,45.21
2026-08-12,S008,TEX0444,0,0,0,3,3,0,0,0.0
2026-08-12,S009,TEX0444,0,0,0,1,1,0,0,0.0
2026-08-12,S010,TEX0444,0,2,2,2,3,0,0,0.0
2026-08-12,S001,TEX0445,0,0,0,2,1,0,0,0.0
2026-08-12,S002,TEX0445,1,1,1,0,1,0,1,27.87
2026-08-12,S003,TEX0445,1,0,0,1,3,0,1,27.87
2026-08-12,S004,TEX0445,0,0,0,1,0,0,0,0.0
2026-08-12,S005,TEX0445,0,0,0,3,0,0,0,0.0
2026-08-12,S006,TEX0445,1,0,1,0,2,0,0,0.0
2026-08-12,S007,TEX0445,2,0,0,2,3,0,2,55.74
2026-08-12,S008,TEX0445,0,4,2,0,0,0,2,55.74
2026-08-12,S009,TEX0445,0,1,0,2,1,0,1,27.87
2026-08-12,S010,TEX0445,0,0,0,2,3,1,0,0.0
2026-08-12,S001,TEX0446,0,0,0,3,2,0,0,0.0
2026-08-12,S002,TEX0446,0,1,0,1,1,0,1,20.07
2026-08-12,S003,TEX0446,0,2,1,1,1,0,1,20.07
2026-08-12,S004,TEX0446,0,0,0,0,0,0,0,0.0
2026-08-12,S005,TEX0446,1,3,3,3,2,0,1,20.07
2026-08-12,S006,TEX0446,0,1,1,3,1,1,0,0.0
2026-08-12,S007,TEX0446,1,4,4,3,1,0,1,20.07
2026-08-12,S008,TEX0446,0,0,0,1,2,0,0,0.0
2026-08-12,S009,TEX0446,0,3,2,2,0,0,1,20.07
2026-08-12,S010,TEX0446,0,0,0,2,3,0,0,0.0
2026-08-12,S001,TEX0447,1,0,0,2,0,0,1,44.3
2026-08-12,S002,TEX0447,1,3,3,2,2,0,1,44.3
2026-08-12,S003,TEX0447,0,2,2,3,3,0,0,0.0
2026-08-12,S004,TEX0447,0,0,0,3,0,0,0,0.0
2026-08-12,S005,TEX0447,0,1,1,2,1,0,0,0.0
2026-08-12,S006,TEX0447,0,0,0,0,2,0,0,0.0
2026-08-12,S007,TEX0447,2,2,2,2,3,0,2,88.6
2026-08-12,S008,TEX0447,1,1,2,0,2,1,0,0.0
2026-08-12,S009,TEX0447,1,0,1,0,0,0,0,0.0
2026-08-12,S010,TEX0447,1,0,0,1,0,0,1,44.3
2026-08-12,S001,TEX0448,0,2,1,1,0,0,1,17.95
2026-08-12,S002,TEX0448,1,1,1,2,1,0,1,17.95
2026-08-12,S003,TEX0448,0,0,0,1,1,0,0,0.0
2026-08-12,S004,TEX0448,0,2,0,1,3,0,2,35.9
2026-08-12,S005,TEX0448,0,1,0,0,0,0,1,17.95
2026-08-12,S006,TEX0448,1,0,0,0,3,0,1,17.95
2026-08-12,S007,TEX0448,2,2,2,2,3,0,2,35.9
2026-08-12,S008,TEX0448,1,0,0,3,0,0,1,17.95
2026-08-12,S009,TEX0448,0,0,0,1,2,0,0,0.0
2026-08-12,S010,TEX0448,2,6,5,0,2,0,3,53.85
2026-08-12,S001,TEX0449,1,0,0,1,2,0,1,38.04
2026-08-12,S002,TEX0449,3,7,6,1,3,0,4,152.16
2026-08-12,S003,TEX0449,1,0,1,1,1,0,0,0.0
2026-08-12,S004,TEX0449,1,0,0,1,3,0,1,38.04
2026-08-12,S005,TEX0449,1,0,1,1,3,0,0,0.0
2026-08-12,S006,TEX0449,1,0,0,1,2,0,1,38.04
2026-08-12,S007,TEX0449,0,2,2,0,1,0,0,0.0
2026-08-12,S008,TEX0449,1,0,1,1,3,0,0,0.0
2026-08-12,S009,TEX0449,0,0,0,3,0,0,0,0.0
2026-08-12,S010,TEX0449,0,0,0,3,0,0,0,0.0
2026-08-12,S001,TEX0450,0,3,2,2,2,0,1,52.62
2026-08-12,S002,TEX0450,2,7,6,0,3,0,3,157.86
2026-08-12,S003,TEX0450,0,2,1,2,2,0,1,52.62
2026-08-12,S004,TEX0450,2,7,5,2,3,0,4,210.48
2026-08-12,S005,TEX0450,1,0,1,1,3,0,0,0.0
2026-08-12,S006,TEX0450,2,3,3,0,2,0,2,105.24
2026-08-12,S007,TEX0450,0,3,2,0,2,0,1,52.62
2026-08-12,S008,TEX0450,0,0,0,0,2,0,0,0.0
2026-08-12,S009,TEX0450,1,6,4,1,0,0,3,157.86
2026-08-12,S010,TEX0450,0,3,2,1,0,0,1,52.62
2026-08-12,S001,TEX0451,1,1,2,1,0,0,0,0.0
2026-08-12,S002,TEX0451,0,0,0,2,3,0,0,0.0
2026-08-12,S003,TEX0451,2,4,4,2,1,0,2,24.54
2026-08-12,S004,TEX0451,0,1,0,2,1,0,1,12.27
2026-08-12,S005,TEX0451,0,9,7,1,2,0,2,24.54
2026-08-12,S006,TEX0451,1,0,0,0,2,0,1,12.27
2026-08-12,S007,TEX0451,1,1,1,1,1,0,1,12.27
2026-08-12,S008,TEX0451,0,0,0,0,1,0,0,0.0
2026-08-12,S009,TEX0451,0,0,0,2,0,0,0,0.0
2026-08-12,S010,TEX0451,0,1,1,2,0,0,0,0.0
2026-08-12,S001,TEX0452,0,0,0,3,1,0,0,0.0
2026-08-12,S002,TEX0452,0,3,2,1,2,0,1,13.65
2026-08-12,S003,TEX0452,0,5,3,0,3,0,2,27.3
2026-08-12,S004,TEX0452,0,2,0,2,0,0,2,27.3
2026-08-12,S005,TEX0452,0,1,1,3,2,0,0,0.0
2026-08-12,S006,TEX0452,0,0,0,2,0,1,0,0.0
2026-08-12,S007,TEX0452,2,2,2,2,0,0,2,27.3
2026-08-12,S008,TEX0452,1,1,2,2,2,0,0,0.0
2026-08-12,S009,TEX0452,0,9,6,2,0,0,3,40.95
2026-08-12,S010,TEX0452,1,0,1,0,0,0,0,0.0
2026-08-12,S001,TEX0453,0,0,0,2,1,0,0,0.0
2026-08-12,S002,TEX0453,1,0,1,1,0,0,0,0.0
2026-08-12,S003,TEX0453,1,0,0,1,1,0,1,45.08
2026-08-12,S004,TEX0453,0,0,0,1,1,0,0,0.0
2026-08-12,S005,TEX0453,0,1,0,2,2,0,1,45.08
2026-08-12,S006,TEX0453,1,1,2,3,1,0,0,0.0
2026-08-12,S007,TEX0453,0,0,0,1,2,0,0,0.0
2026-08-12,S008,TEX0453,1,0,0,1,1,0,1,45.08
2026-08-12,S009,TEX0453,0,4,3,1,0,0,1,45.08
2026-08-12,S010,TEX0453,1,0,0,0,3,0,1,45.08
2026-08-12,S001,TEX0454,1,5,4,0,2,0,2,70.02
2026-08-12,S002,TEX0454,2,5,5,1,0,0,2,70.02
2026-08-12,S003,TEX0454,0,5,3,2,0,0,2,70.02
2026-08-12,S004,TEX0454,1,2,2,0,1,0,1,35.01
2026-08-12,S005,TEX0454,0,7,5,0,1,0,2,70.02
2026-08-12,S006,TEX0454,1,1,1,0,3,0,1,35.01
2026-08-12,S007,TEX0454,1,0,0,2,3,0,1,35.01
2026-08-12,S008,TEX0454,1,1,1,1,1,0,1,35.01
2026-08-12,S009,TEX0454,0,1,0,3,0,0,1,35.01
2026-08-12,S010,TEX0454,0,3,2,3,1,0,1,35.01
2026-08-12,S001,TEX0455,0,5,4,3,1,0,1,55.84
2026-08-12,S002,TEX0455,0,3,2,1,3,0,1,55.84
2026-08-12,S003,TEX0455,0,1,0,3,3,1,1,55.84
2026-08-12,S004,TEX0455,0,1,0,0,0,0,1,55.84
2026-08-12,S005,TEX0455,0,0,0,2,2,0,0,0.0
2026-08-12,S006,TEX0455,1,3,3,0,2,0,1,55.84
2026-08-12,S007,TEX0455,0,1,0,1,3,0,1,55.84
2026-08-12,S008,TEX0455,0,2,1,1,2,0,1,55.84
2026-08-12,S009,TEX0455,0,1,1,2,3,0,0,0.0
2026-08-12,S010,TEX0455,0,0,0,2,2,0,0,0.0
2026-08-12,S001,TEX0456,1,1,1,1,2,0,1,41.37
2026-08-12,S002,TEX0456,0,3,2,3,0,0,1,41.37
2026-08-12,S003,TEX0456,0,0,0,0,2,0,0,0.0
2026-08-12,S004,TEX0456,0,0,0,1,1,0,0,0.0
2026-08-12,S005,TEX0456,0,0,0,1,3,0,0,0.0
2026-08-12,S006,TEX0456,0,0,0,2,0,0,0,0.0
2026-08-12,S007,TEX0456,0,1,0,0,0,0,1,41.37
2026-08-12,S008,TEX0456,0,2,0,0,2,0,2,82.74
2026-08-12,S009,TEX0456,0,1,1,3,0,0,0,0.0
2026-08-12,S010,TEX0456,0,7,5,2,2,0,2,82.74
2026-08-12,S001,TEX0457,0,0,0,2,0,0,0,0.0
2026-08-12,S002,TEX0457,0,0,0,2,2,0,0,0.0
2026-08-12,S003,TEX0457,0,0,0,1,2,0,0,0.0
2026-08-12,S004,TEX0457,1,0,1,1,3,0,0,0.0
2026-08-12,S005,TEX0457,0,0,0,3,2,0,0,0.0
2026-08-12,S006,TEX0457,1,0,0,2,1,0,1,35.15
2026-08-12,S007,TEX0457,1,1,0,3,1,0,2,70.3
2026-08-12,S008,TEX0457,0,0,0,2,2,0,0,0.0
2026-08-12,S009,TEX0457,1,0,0,2,0,0,1,35.15
2026-08-12,S010,TEX0457,0,0,0,1,3,0,0,0.0
2026-08-12,S001,TEX0458,1,0,0,3,1,0,1,53.04
2026-08-12,S002,TEX0458,0,0,0,1,3,0,0,0.0
2026-08-12,S003,TEX0458,1,0,1,1,3,0,0,0.0
2026-08-12,S004,TEX0458,0,0,0,0,2,0,0,0.0
2026-08-12,S005,TEX0458,0,0,0,2,0,0,0,0.0
2026-08-12,S006,TEX0458,0,0,0,3,1,0,0,0.0
2026-08-12,S007,TEX0458,1,0,0,2,3,0,1,53.04
2026-08-12,S008,TEX0458,1,0,1,2,2,0,0,0.0
2026-08-12,S009,TEX0458,0,3,1,0,3,0,2,106.08
2026-08-12,S010,TEX0458,0,0,0,0,0,0,0,0.0
2026-08-12,S001,TEX0459,0,0,0,3,1,0,0,0.0
2026-08-12,S002,TEX0459,1,2,1,0,1,0,2,32.24
2026-08-12,S003,TEX0459,0,0,0,0,0,0,0,0.0
2026-08-12,S004,TEX0459,1,0,0,2,1,0,1,16.12
2026-08-12,S005,TEX0459,2,2,2,1,3,0,2,32.24
2026-08-12,S006,TEX0459,0,1,0,1,0,0,1,16.12
2026-08-12,S007,TEX0459,1,3,3,3,1,0,1,16.12
2026-08-12,S008,TEX0459,0,0,0,0,1,0,0,0.0
2026-08-12,S009,TEX0459,0,0,0,1,1,0,0,0.0
2026-08-12,S010,TEX0459,0,0,0,3,1,0,0,0.0
2026-08-12,S001,TEX0460,0,2,1,3,3,0,1,9.33
2026-08-12,S002,TEX0460,0,1,0,3,1,0,1,9.33
2026-08-12,S003,TEX0460,0,2,1,0,2,0,1,9.33
2026-08-12,S004,TEX0460,0,0,0,1,2,1,0,0.0
2026-08-12,S005,TEX0460,0,1,0,0,2,0,1,9.33
2026-08-12,S006,TEX0460,0,0,0,1,2,0,0,0.0
2026-08-12,S007,TEX0460,1,1,1,0,2,0,1,9.33
2026-08-12,S008,TEX0460,0,0,0,0,3,0,0,0.0
2026-08-12,S009,TEX0460,0,1,0,3,3,0,1,9.33
2026-08-12,S010,TEX0460,0,1,0,0,3,0,1,9.33
2026-08-12,S001,TEX0461,0,0,0,0,2,0,0,0.0
2026-08-12,S002,TEX0461,0,2,2,2,2,0,0,0.0
2026-08-12,S003,TEX0461,0,5,3,2,1,0,2,72.98
2026-08-12,S004,TEX0461,1,0,1,3,0,0,0,0.0
2026-08-12,S005,TEX0461,1,2,2,0,1,0,1,36.49
2026-08-12,S006,TEX0461,0,4,3,2,2,0,1,36.49
2026-08-12,S007,TEX0461,0,1,0,3,0,0,1,36.49
2026-08-12,S008,TEX0461,0,2,2,3,3,0,0,0.0
2026-08-12,S009,TEX0461,0,0,0,3,1,0,0,0.0
2026-08-12,S010,TEX0461,0,0,0,3,2,0,0,0.0
2026-08-12,S001,TEX0462,0,0,0,1,3,0,0,0.0
2026-08-12,S002,TEX0462,0,6,3,3,3,0,3,104.22
2026-08-12,S003,TEX0462,0,3,1,1,2,0,2,69.48
2026-08-12,S004,TEX0462,0,0,0,2,0,0,0,0.0
2026-08-12,S005,TEX0462,0,0,0,1,2,0,0,0.0
2026-08-12,S006,TEX0462,0,10,8,0,2,0,2,69.48
2026-08-12,S007,TEX0462,0,0,0,3,0,0,0,0.0
2026-08-12,S008,TEX0462,1,1,0,0,1,0,2,69.48
2026-08-12,S009,TEX0462,0,5,4,0,0,0,1,34.74
2026-08-12,S010,TEX0462,1,2,2,1,1,0,1,34.74
2026-08-12,S001,TEX0463,0,1,1,3,1,0,0,0.0
2026-08-12,S002,TEX0463,1,1,2,2,0,0,0,0.0
2026-08-12,S003,TEX0463,0,0,0,1,1,0,0,0.0
2026-08-12,S004,TEX0463,1,3,3,0,3,0,1,38.33
2026-08-12,S005,TEX0463,0,0,0,2,0,0,0,0.0
2026-08-12,S006,TEX0463,1,3,3,1,3,0,1,38.33
2026-08-12,S007,TEX0463,0,7,4,1,0,0,3,114.99
2026-08-12,S008,TEX0463,0,4,2,0,0,0,2,76.66
2026-08-12,S009,TEX0463,2,2,2,0,2,0,2,76.66
2026-08-12,S010,TEX0463,0,11,8,3,2,0,3,114.99
2026-08-12,S001,TEX0464,0,0,0,1,3,0,0,0.0
2026-08-12,S002,TEX0464,0,0,0,3,3,0,0,0.0
2026-08-12,S003,TEX0464,0,0,0,3,3,0,0,0.0
2026-08-12,S004,TEX0464,0,0,0,0,2,0,0,0.0
2026-08-12,S005,TEX0464,1,1,1,0,0,0,1,19.11
2026-08-12,S006,TEX0464,0,0,0,2,0,0,0,0.0
2026-08-12,S007,TEX0464,1,0,0,2,3,0,1,19.11
2026-08-12,S008,TEX0464,1,0,1,2,1,0,0,0.0
2026-08-12,S009,TEX0464,2,0,0,0,1,0,2,38.22
2026-08-12,S010,TEX0464,0,1,0,0,3,0,1,19.11
2026-08-12,S001,TEX0465,0,0,0,0,2,0,0,0.0
2026-08-12,S002,TEX0465,0,1,1,1,1,0,0,0.0
2026-08-12,S003,TEX0465,1,1,1,0,3,0,1,46.13
2026-08-12,S004,TEX0465,1,0,0,2,1,0,1,46.13
2026-08-12,S005,TEX0465,0,1,1,2,1,0,0,0.0
2026-08-12,S006,TEX0465,0,4,3,2,0,0,1,46.13
2026-08-12,S007,TEX0465,1,2,2,0,0,0,1,46.13
2026-08-12,S008,TEX0465,1,0,0,3,1,0,1,46.13
2026-08-12,S009,TEX0465,0,1,0,0,0,0,1,46.13
2026-08-12,S010,TEX0465,0,0,0,3,1,0,0,0.0
2026-08-12,S001,TEX0466,1,5,4,3,2,0,2,76.74
2026-08-12,S002,TEX0466,1,3,2,3,0,0,2,76.74
2026-08-12,S003,TEX0466,0,2,1,3,3,0,1,38.37
2026-08-12,S004,TEX0466,0,1,0,1,3,0,1,38.37
2026-08-12,S005,TEX0466,1,9,6,0,1,0,4,153.48
2026-08-12,S006,TEX0466,0,3,0,1,1,0,3,115.11
2026-08-12,S007,TEX0466,1,4,3,1,2,0,2,76.74
2026-08-12,S008,TEX0466,2,3,3,0,1,0,2,76.74
2026-08-12,S009,TEX0466,2,3,3,1,2,0,2,76.74
2026-08-12,S010,TEX0466,0,2,1,1,3,0,1,38.37
2026-08-12,S001,TEX0467,1,1,0,1,1,0,2,46.54
2026-08-12,S002,TEX0467,0,3,2,3,1,0,1,23.27
2026-08-12,S003,TEX0467,0,0,0,2,3,0,0,0.0
2026-08-12,S004,TEX0467,0,0,0,1,2,0,0,0.0
2026-08-12,S005,TEX0467,2,5,4,3,2,0,3,69.81
2026-08-12,S006,TEX0467,1,6,4,3,1,0,3,69.81
2026-08-12,S007,TEX0467,0,1,1,2,3,0,0,0.0
2026-08-12,S008,TEX0467,0,11,8,3,1,0,3,69.81
2026-08-12,S009,TEX0467,0,3,2,1,0,0,1,23.27
2026-08-12,S010,TEX0467,1,2,2,2,2,0,1,23.27
2026-08-12,S001,TEX0468,0,1,0,3,2,0,1,15.12
2026-08-12,S002,TEX0468,1,0,0,0,3,0,1,15.12
2026-08-12,S003,TEX0468,0,0,0,0,3,0,0,0.0
2026-08-12,S004,TEX0468,0,1,0,3,3,0,1,15.12
2026-08-12,S005,TEX0468,0,0,0,3,0,0,0,0.0
2026-08-12,S006,TEX0468,1,2,3,1,2,0,0,0.0
2026-08-12,S007,TEX0468,0,1,1,3,3,0,0,0.0
2026-08-12,S008,TEX0468,1,1,1,0,3,0,1,15.12
2026-08-12,S009,TEX0468,2,3,3,0,1,0,2,30.24
2026-08-12,S010,TEX0468,1,0,0,3,0,0,1,15.12
2026-08-12,S001,TEX0469,0,0,0,2,0,0,0,0.0
2026-08-12,S002,TEX0469,0,1,1,2,2,0,0,0.0
2026-08-12,S003,TEX0469,1,0,0,3,0,0,1,10.43
2026-08-12,S004,TEX0469,0,0,0,2,2,0,0,0.0
2026-08-12,S005,TEX0469,0,3,2,1,2,0,1,10.43
2026-08-12,S006,TEX0469,0,4,3,1,2,0,1,10.43
2026-08-12,S007,TEX0469,1,1,1,1,0,0,1,10.43
2026-08-12,S008,TEX0469,0,1,1,1,1,0,0,0.0
2026-08-12,S009,TEX0469,1,0,1,2,2,0,0,0.0
2026-08-12,S010,TEX0469,0,3,2,0,0,0,1,10.43
2026-08-12,S001,TEX0470,1,0,0,1,0,0,1,31.56
2026-08-12,S002,TEX0470,1,1,0,1,3,1,2,63.12
2026-08-12,S003,TEX0470,0,0,0,1,0,0,0,0.0
2026-08-12,S004,TEX0470,1,3,3,3,0,0,1,31.56
2026-08-12,S005,TEX0470,1,0,0,2,0,0,1,31.56
2026-08-12,S006,TEX0470,0,1,0,3,3,0,1,31.56
2026-08-12,S007,TEX0470,0,0,0,1,2,0,0,0.0
2026-08-12,S008,TEX0470,0,1,1,3,3,0,0,0.0
2026-08-12,S009,TEX0470,1,2,2,2,0,0,1,31.56
2026-08-12,S010,TEX0470,0,0,0,1,1,0,0,0.0
2026-08-12,S001,TEX0471,1,0,1,3,1,0,0,0.0
2026-08-12,S002,TEX0471,1,2,1,1,1,0,2,106.22
2026-08-12,S003,TEX0471,1,1,0,0,3,0,2,106.22
2026-08-12,S004,TEX0471,0,1,0,3,0,0,1,53.11
2026-08-12,S005,TEX0471,1,0,0,0,0,0,1,53.11
2026-08-12,S006,TEX0471,1,1,2,2,1,0,0,0.0
2026-08-12,S007,TEX0471,0,0,0,3,1,0,0,0.0
2026-08-12,S008,TEX0471,0,1,0,2,0,0,1,53.11
2026-08-12,S009,TEX0471,0,0,0,1,0,0,0,0.0
2026-08-12,S010,TEX0471,0,1,1,3,1,1,0,0.0
2026-08-12,S001,TEX0472,0,0,0,3,0,0,0,0.0
2026-08-12,S002,TEX0472,0,2,0,3,3,0,2,86.92
2026-08-12,S003,TEX0472,2,2,2,0,2,0,2,86.92
2026-08-12,S004,TEX0472,0,0,0,3,1,0,0,0.0
2026-08-12,S005,TEX0472,0,6,4,1,3,0,2,86.92
2026-08-12,S006,TEX0472,0,1,0,2,3,0,1,43.46
2026-08-12,S007,TEX0472,1,0,1,3,1,0,0,0.0
2026-08-12,S008,TEX0472,0,1,1,0,3,0,0,0.0
2026-08-12,S009,TEX0472,0,3,1,2,0,0,2,86.92
2026-08-12,S010,TEX0472,0,1,1,1,3,0,0,0.0
2026-08-12,S001,TEX0473,1,0,0,3,1,0,1,42.96
2026-08-12,S002,TEX0473,1,0,1,1,3,0,0,0.0
