Markdown_ID,SKU_ID,Store_ID,Markdown_Date,Original_Price,Markdown_Price,Markdown_Percentage,Inventory_Before_Markdown,Units_Sold_After_Markdown,Revenue_After_Markdown,Velocity_Before,Velocity_After
MD00282,WAL0313,S008,2026-06-30,127.92,95.94,0.25,6,4,345.38,0.4,0.9
MD00283,DEC0103,S004,2026-07-15,50.82,40.66,0.2,5,3,130.1,0.4,0.8
MD00284,MIR0362,S008,2026-06-21,228.42,171.31,0.25,5,3,548.21,0.4,0.8
MD00285,ORG1737,S009,2026-06-12,61.85,37.11,0.4,6,3,103.91,0.4,0.7
MD00286,DEC0189,S006,2026-08-02,106.46,85.17,0.2,5,3,238.47,0.4,0.7
MD00287,TEX0536,S008,2026-06-21,24.41,18.31,0.25,7,4,65.91,0.4,0.9
MD00288,MIR0418,S006,2026-06-06,178.18,142.54,0.2,5,3,399.12,0.4,0.7
MD00289,FUR0619,S001,2026-07-01,488.39,390.71,0.2,7,4,1406.56,0.4,0.9
MD00290,SHT1297,S002,2026-07-12,186.92,112.15,0.4,7,3,314.03,0.4,0.7
MD00291,SHT1283,S006,2026-06-10,91.94,68.95,0.25,7,4,275.82,0.4,1.0
MD00292,KIT0859,S005,2026-06-03,177.0,123.9,0.3,5,3,396.48,0.4,0.8
MD00293,TAB0813,S009,2026-07-06,653.99,490.49,0.25,7,3,1569.58,0.4,0.8
MD00294,GFT2235,S008,2026-06-18,38.62,28.96,0.25,7,3,81.1,0.4,0.7
MD00295,WAL0281,S010,2026-06-13,106.74,85.39,0.2,5,3,239.1,0.4,0.7
MD00296,KIT0937,S001,2026-06-10,46.53,32.57,0.3,5,3,104.23,0.4,0.8
MD00297,PEN1895,S004,2026-07-30,135.43,94.8,0.3,6,3,303.36,0.4,0.8
MD00298,UTL1139,S002,2026-07-31,23.33,16.33,0.3,10,5,78.39,0.5,1.2
MD00299,BSK1649,S002,2026-06-25,58.2,40.74,0.3,6,3,114.07,0.4,0.7
MD00300,KIT0905,S008,2026-07-28,138.96,111.17,0.2,5,3,355.74,0.4,0.8
MD00301,DEC0003,S009,2026-07-08,28.76,17.26,0.4,6,4,62.12,0.4,0.9
MD00302,SRV1061,S005,2026-06-20,21.29,12.77,0.4,6,3,40.88,0.4,0.8
MD00303,WAL0350,S005,2026-06-21,76.5,61.2,0.2,5,3,171.36,0.4,0.7
MD00304,SRV0989,S009,2026-07-23,19.68,15.74,0.2,4,2,37.79,0.4,0.6
MD00305,FUR0557,S005,2026-07-17,274.68,219.74,0.2,7,3,703.18,0.4,0.8
MD00306,SRV1040,S010,2026-06-11,111.7,83.78,0.25,5,2,201.06,0.4,0.6
MD00307,SEA0702,S008,2026-06-06,148.44,103.91,0.3,7,4,374.07,0.4,0.9
MD00308,WAL0273,S001,2026-08-01,172.15,120.5,0.3,4,2,289.21,0.4,0.6
MD00309,LGT1830,S006,2026-07-10,47.08,35.31,0.25,6,3,112.99,0.4,0.8
MD00310,UTL1111,S007,2026-05-29,14.27,8.56,0.4,5,3,23.97,0.4,0.7
MD00311,DEC0151,S005,2026-06-12,29.49,22.12,0.25,6,4,79.62,0.4,0.9
MD00312,WAL0203,S009,2026-07-16,30.32,24.26,0.2,6,3,77.62,0.4,0.8
MD00313,UTL1142,S002,2026-06-10,30.75,18.45,0.4,5,3,51.66,0.4,0.7
MD00314,WAL0312,S009,2026-07-29,84.92,63.69,0.25,6,4,229.28,0.4,0.9
MD00315,TEX0495,S001,2026-06-12,86.22,51.73,0.4,4,2,124.16,0.4,0.6
MD00316,WAL0287,S010,2026-06-11,133.16,99.87,0.25,5,3,319.58,0.4,0.8
MD00317,FUR0624,S002,2026-07-22,460.6,322.42,0.3,6,4,1160.71,0.4,0.9
MD00318,MIR0394,S010,2026-08-03,201.91,121.15,0.4,4,2,290.75,0.4,0.6
MD00319,WAL0264,S002,2026-07-26,113.77,85.33,0.25,7,4,341.31,0.4,1.0
MD00320,TOW1494,S002,2026-06-11,66.22,46.35,0.3,6,3,148.33,0.4,0.8
MD00321,TEX0497,S003,2026-06-09,85.6,64.2,0.25,5,3,205.44,0.4,0.8
MD00322,MIR0425,S005,2026-07-01,96.53,67.57,0.3,5,3,189.2,0.4,0.7
MD00323,WAL0339,S008,2026-07-26,109.65,65.79,0.4,5,3,184.21,0.4,0.7
MD00324,BTH1544,S009,2026-07-15,43.53,26.12,0.4,7,3,73.13,0.4,0.7
MD00325,SUM2046,S010,2026-07-11,138.67,83.2,0.4,8,5,399.37,0.5,1.2
MD00326,BTH1531,S007,2026-07-11,25.86,20.69,0.2,8,4,74.48,0.4,0.9
MD00327,TEX0512,S004,2026-07-11,23.51,17.63,0.25,5,3,49.37,0.4,0.7
MD00328,KIT0923,S007,2026-07-21,83.35,62.51,0.25,6,3,200.04,0.4,0.8
MD00329,MIR0359,S002,2026-08-05,144.67,108.5,0.25,6,4,390.61,0.4,0.9
MD00330,SRV1037,S009,2026-06-30,85.38,59.77,0.3,6,4,215.16,0.4,0.9
MD00331,TEX0443,S008,2026-08-02,43.15,25.89,0.4,5,2,62.14,0.4,0.6
MD00332,ORG1759,S006,2026-07-06,75.61,56.71,0.25,7,3,158.78,0.4,0.7
MD00333,UTL1081,S010,2026-07-19,53.36,32.02,0.4,5,3,102.45,0.4,0.8
MD00334,SRV0984,S008,2026-07-31,52.13,36.49,0.3,5,3,102.17,0.4,0.7
MD00335,TEX0543,S001,2026-06-16,30.46,18.28,0.4,6,3,51.17,0.4,0.7
MD00336,DEC0009,S002,2026-06-25,25.94,20.75,0.2,6,4,74.71,0.4,0.9
MD00337,WAL0349,S002,2026-07-04,161.02,120.77,0.25,5,3,386.45,0.4,0.8
MD00338,TEX0488,S002,2026-06-08,93.01,74.41,0.2,5,3,208.34,0.4,0.7
MD00339,WAL0287,S007,2026-08-05,133.16,93.21,0.3,4,2,223.71,0.4,0.6
MD00340,UTL1145,S003,2026-08-02,22.11,16.58,0.25,4,2,39.8,0.4,0.6
MD00341,DEC0136,S003,2026-06-27,58.35,43.76,0.25,6,3,122.53,0.4,0.7
MD00342,TEX0488,S007,2026-06-25,93.01,55.81,0.4,7,4,223.22,0.4,1.0
MD00343,SHT1271,S006,2026-06-18,188.92,113.35,0.4,7,3,362.73,0.4,0.8
MD00344,TAB0821,S006,2026-06-29,546.93,437.54,0.2,6,4,1575.16,0.4,0.9
MD00345,MIR0416,S001,2026-07-27,230.49,172.87,0.25,6,4,691.47,0.4,1.0
MD00346,KIT0921,S002,2026-06-25,175.43,140.34,0.2,4,2,336.83,0.4,0.6
MD00347,WAL0216,S004,2026-07-11,154.58,123.66,0.2,6,3,395.72,0.4,0.8
MD00348,MIR0398,S004,2026-06-04,190.66,152.53,0.2,4,2,366.07,0.4,0.6
MD00349,TAB0838,S010,2026-07-19,333.18,249.88,0.25,6,4,899.59,0.4,0.9
MD00350,SUM2039,S002,2026-06-29,41.12,30.84,0.25,7,4,111.02,0.4,0.9
MD00351,TAB0813,S007,2026-07-27,653.99,392.39,0.4,5,2,941.75,0.4,0.6
MD00352,TEX0434,S003,2026-07-31,104.32,78.24,0.25,4,2,187.78,0.4,0.6
MD00353,FRM2195,S006,2026-06-19,79.61,63.69,0.2,5,2,152.85,0.4,0.6
MD00354,WAL0233,S001,2026-06-18,180.94,135.7,0.25,6,4,488.54,0.4,0.9
MD00355,DEC0177,S005,2026-07-01,35.22,26.41,0.25,5,3,84.53,0.4,0.8
MD00356,FUR0647,S002,2026-06-08,190.72,114.43,0.4,7,4,411.96,0.4,0.9
MD00357,SEA0743,S006,2026-06-08,235.22,176.41,0.25,5,3,564.53,0.4,0.8
MD00358,DEC0160,S007,2026-06-03,94.8,56.88,0.4,7,4,204.77,0.4,0.9
MD00359,ORG1710,S007,2026-07-28,103.07,61.84,0.4,6,3,173.16,0.4,0.7
MD00360,TEX0529,S008,2026-05-30,43.57,26.14,0.4,4,2,62.74,0.4,0.6
MD00361,TOW1415,S003,2026-07-05,78.39,47.03,0.4,9,4,169.32,0.5,0.9
MD00362,TEX0546,S005,2026-06-08,105.25,73.67,0.3,6,3,206.29,0.4,0.7
MD00363,SRV0985,S010,2026-07-24,21.73,16.3,0.25,5,2,39.11,0.4,0.6
MD00364,TEX0523,S007,2026-06-25,96.18,57.71,0.4,8,4,253.92,0.5,1.1
MD00365,FUR0659,S004,2026-06-12,329.04,197.42,0.4,6,4,710.73,0.4,0.9
MD00366,DEC0038,S006,2026-06-25,25.67,20.54,0.2,4,2,49.29,0.4,0.6
MD00367,FUR0641,S006,2026-06-27,432.05,345.64,0.2,5,3,1106.05,0.4,0.8
MD00368,WAL0222,S002,2026-07-10,99.9,69.93,0.3,6,3,195.8,0.4,0.7
MD00369,SRV1003,S009,2026-07-14,91.32,54.79,0.4,6,4,197.25,0.4,0.9
MD00370,KIT0914,S008,2026-07-31,197.31,157.85,0.2,5,3,441.97,0.4,0.7
MD00371,WAL0201,S008,2026-07-17,61.68,49.34,0.2,5,3,138.16,0.4,0.7
MD00372,TAB0772,S005,2026-06-04,655.69,524.55,0.2,5,3,1468.75,0.4,0.7
MD00373,DEC0085,S007,2026-07-18,49.81,34.87,0.3,6,3,97.63,0.4,0.7
MD00374,DEC0014,S010,2026-07-02,47.2,28.32,0.4,5,3,79.3,0.4,0.7
MD00375,MIR0373,S004,2026-07-26,147.98,118.38,0.2,6,4,473.54,0.4,1.0
MD00376,TAB0785,S006,2026-07-27,343.19,274.55,0.2,5,3,878.57,0.4,0.8
MD00377,DEC0067,S006,2026-07-17,27.43,20.57,0.25,5,2,49.37,0.4,0.6
MD00378,TEX0432,S001,2026-07-01,80.09,56.06,0.3,6,4,201.83,0.4,0.9
MD00379,SHL1688,S002,2026-05-29,170.73,102.44,0.4,7,3,286.83,0.4,0.7
MD00380,FRM2201,S010,2026-06-14,80.65,56.45,0.3,5,2,135.49,0.4,0.6
MD00381,LGT1827,S008,2026-07-03,78.76,47.26,0.4,7,4,170.12,0.4,0.9
MD00382,LGT1792,S008,2026-08-05,256.78,205.42,0.2,7,4,739.53,0.4,0.9
MD00383,FRM2184,S008,2026-08-05,44.55,31.18,0.3,8,4,112.27,0.4,0.9
MD00384,DEC0140,S004,2026-06-02,44.34,26.6,0.4,5,3,74.49,0.4,0.7
MD00385,DEC0057,S006,2026-07-19,110.17,66.1,0.4,5,2,158.64,0.4,0.6
MD00386,DEC0180,S008,2026-06-26,121.58,85.11,0.3,5,3,238.3,0.4,0.7
MD00387,TAB0804,S006,2026-07-25,461.4,322.98,0.3,7,3,1033.54,0.5,0.8
MD00388,KIT0929,S003,2026-06-04,144.2,86.52,0.4,5,3,242.26,0.4,0.7
MD00389,WAL0199,S002,2026-06-22,111.11,77.78,0.3,6,3,217.78,0.4,0.7
MD00390,PIL1358,S003,2026-07-14,56.74,42.55,0.25,6,3,119.15,0.4,0.7
MD00391,TEX0504,S005,2026-06-07,105.03,73.52,0.3,6,4,264.68,0.4,0.9
MD00392,WAL0195,S006,2026-06-11,92.86,65.0,0.3,5,3,182.01,0.4,0.7
MD00393,SEA0747,S010,2026-06-10,377.49,301.99,0.2,5,3,966.37,0.4,0.8
MD00394,KIT0890,S007,2026-07-21,51.48,38.61,0.25,4,2,92.66,0.4,0.6
MD00395,WAL0196,S010,2026-06-09,120.42,90.31,0.25,8,3,252.88,0.4,0.7
MD00396,KIT0932,S003,2026-07-01,220.42,132.25,0.4,5,3,370.31,0.4,0.7
MD00397,KIT0903,S002,2026-06-01,40.53,24.32,0.4,6,3,77.82,0.4,0.8
MD00398,SRV1067,S006,2026-08-03,84.18,50.51,0.4,8,3,141.42,0.4,0.7
MD00399,MIR0412,S001,2026-07-11,233.31,163.32,0.3,8,3,522.61,0.4,0.8
MD00400,MIR0386,S003,2026-07-22,176.79,141.43,0.2,6,4,509.16,0.4,0.9
MD00401,SEA0732,S003,2026-07-24,543.56,326.14,0.4,5,3,1043.64,0.4,0.8
MD00402,MIR0413,S007,2026-06-03,251.03,150.62,0.4,5,3,421.73,0.4,0.7
MD00403,UTL1123,S007,2026-07-30,52.17,31.3,0.4,5,3,87.65,0.4,0.7
MD00404,GFT2239,S009,2026-07-09,26.26,21.01,0.2,9,4,84.03,0.5,1.0
MD00405,UTL1129,S004,2026-07-06,60.13,45.1,0.25,5,3,126.27,0.4,0.7
MD00406,KIT0954,S010,2026-06-06,34.23,25.67,0.25,5,3,71.88,0.4,0.7
MD00407,SUM2044,S006,2026-07-03,140.75,98.52,0.3,8,4,354.69,0.4,0.9
MD00408,DUV1186,S004,2026-07-11,215.93,172.74,0.2,6,3,483.68,0.4,0.7
MD00409,TEX0542,S007,2026-07-06,20.33,12.2,0.4,5,3,34.15,0.4,0.7
MD00410,DEC0007,S007,2026-07-23,116.25,69.75,0.4,5,2,167.4,0.4,0.6
MD00411,BTH1522,S005,2026-06-06,29.49,20.64,0.3,6,3,57.8,0.4,0.7
MD00412,MIR0414,S005,2026-07-09,237.33,189.86,0.2,7,4,759.46,0.4,1.0
MD00413,SRV1030,S008,2026-07-04,34.05,25.54,0.25,4,2,61.29,0.4,0.6
MD00414,TAB0847,S003,2026-06-16,203.3,121.98,0.4,5,3,341.54,0.4,0.7
MD00415,PEN1890,S001,2026-07-08,300.62,240.5,0.2,7,4,865.79,0.4,0.9
MD00416,SRV1022,S002,2026-07-14,64.1,48.07,0.25,6,3,134.61,0.4,0.7
MD00417,MIR0395,S008,2026-05-29,206.63,165.3,0.2,7,4,595.09,0.4,0.9
MD00418,SEA0727,S002,2026-07-12,519.61,363.73,0.3,4,2,872.94,0.4,0.6
MD00419,MIR0352,S002,2026-07-02,116.83,93.46,0.2,4,2,224.31,0.4,0.6
MD00420,FUR0631,S010,2026-07-06,104.29,73.0,0.3,5,3,204.41,0.4,0.7
MD00421,WAL0240,S002,2026-07-27,125.89,100.71,0.2,7,3,281.99,0.4,0.7
MD00422,DEC0124,S007,2026-07-23,68.9,55.12,0.2,7,3,176.38,0.4,0.8
MD00423,ORG1733,S006,2026-06-20,97.06,72.8,0.25,7,4,262.06,0.4,0.9
MD00424,DEC0076,S004,2026-07-26,116.68,93.34,0.2,6,4,336.04,0.4,0.9
MD00425,MIR0380,S004,2026-06-22,246.83,148.1,0.4,5,3,414.67,0.4,0.7
MD00426,DEC0131,S010,2026-07-20,79.51,47.71,0.4,5,3,133.58,0.4,0.7
MD00427,SHT1262,S007,2026-07-28,131.66,98.75,0.25,6,3,315.98,0.4,0.8
MD00428,LGT1804,S002,2026-07-22,108.72,65.23,0.4,10,6,391.39,0.6,1.5
MD00429,DEC0189,S008,2026-06-23,106.46,74.52,0.3,6,4,268.28,0.4,0.9
MD00430,DEC0148,S009,2026-07-10,64.17,38.5,0.4,6,3,123.21,0.4,0.8
MD00431,FUR0551,S002,2026-07-23,101.81,81.45,0.2,6,4,293.21,0.4,0.9
MD00432,WAL0258,S006,2026-06-28,140.45,112.36,0.2,4,2,269.66,0.4,0.6
MD00433,FUR0591,S008,2026-06-12,170.12,102.07,0.4,6,4,367.46,0.4,0.9
MD00434,PIL1402,S006,2026-07-07,76.47,45.88,0.4,5,2,110.12,0.4,0.6
MD00435,SHT1265,S002,2026-07-18,90.68,72.54,0.2,6,3,232.14,0.4,0.8
MD00436,TEX0520,S007,2026-07-10,56.86,34.12,0.4,7,4,136.46,0.4,1.0
MD00437,DEC0071,S006,2026-07-03,72.37,43.42,0.4,6,3,121.58,0.4,0.7
MD00438,WAL0215,S006,2026-06-30,106.1,79.57,0.25,6,3,254.64,0.4,0.8
MD00439,KIT0873,S006,2026-06-16,32.54,26.03,0.2,7,4,93.72,0.5,0.9
MD00440,TEX0536,S002,2026-07-04,24.41,17.09,0.3,5,3,47.84,0.4,0.7
MD00441,DUV1212,S004,2026-07-08,289.55,173.73,0.4,6,3,486.44,0.4,0.7
MD00442,BSK1625,S006,2026-06-11,35.4,26.55,0.25,7,3,84.96,0.4,0.8
MD00443,TEX0436,S006,2026-06-22,68.75,48.12,0.3,7,4,173.25,0.4,0.9
MD00444,TAB0809,S009,2026-06-09,170.55,119.39,0.3,5,3,334.28,0.4,0.7
MD00445,WAL0338,S005,2026-07-17,139.04,111.23,0.2,7,4,400.44,0.4,0.9
MD00446,PIL1336,S009,2026-06-26,49.06,39.25,0.2,7,4,141.29,0.4,0.9
MD00447,WAL0294,S007,2026-07-26,124.37,99.5,0.2,7,4,358.19,0.4,0.9
MD00448,DEC0046,S008,2026-08-04,25.07,20.06,0.2,6,4,72.2,0.4,0.9
MD00449,SRV1065,S007,2026-07-16,51.29,38.47,0.25,5,3,107.71,0.4,0.7
MD00450,CND2104,S006,2026-07-30,61.26,36.76,0.4,9,4,132.32,0.4,0.9
MD00451,DEC0142,S001,2026-07-08,86.85,65.14,0.25,4,2,156.33,0.4,0.6
MD00452,WAL0199,S006,2026-07-29,111.11,83.33,0.25,5,3,266.66,0.4,0.8
MD00453,KIT0921,S004,2026-07-28,175.43,105.26,0.4,5,3,294.72,0.4,0.7
MD00454,TEX0519,S007,2026-07-29,22.72,15.9,0.3,4,2,38.17,0.4,0.6
MD00455,LGT1808,S009,2026-06-02,182.44,136.83,0.25,8,4,547.32,0.4,1.0
MD00456,KIT0863,S007,2026-05-31,162.94,114.06,0.3,6,4,410.61,0.4,0.9
MD00457,CND2142,S008,2026-07-09,58.37,43.78,0.25,7,3,122.58,0.4,0.7
MD00458,SEA0676,S005,2026-06-12,236.87,165.81,0.3,5,3,530.59,0.4,0.8
MD00459,DEC0066,S007,2026-06-25,56.0,44.8,0.2,6,3,143.36,0.4,0.8
MD00460,TEX0495,S004,2026-08-05,86.22,64.66,0.25,7,4,258.66,0.4,1.0
MD00461,TOW1496,S008,2026-06-22,41.11,24.67,0.4,8,4,108.53,0.5,1.1
MD00462,MIR0412,S010,2026-07-10,233.31,174.98,0.25,5,3,559.94,0.4,0.8
MD00463,FUR0610,S009,2026-07-28,481.56,361.17,0.25,5,3,1155.74,0.4,0.8
MD00464,SRV0994,S003,2026-06-21,80.97,48.58,0.4,6,4,174.9,0.4,0.9
MD00465,SRV0989,S010,2026-07-04,19.68,13.78,0.3,6,4,49.59,0.4,0.9
MD00466,WAL0269,S006,2026-07-05,104.49,83.59,0.2,9,3,267.49,0.4,0.8
MD00467,DEC0058,S006,2026-06-11,66.45,49.84,0.25,8,3,139.55,0.4,0.7
MD00468,WAL0192,S004,2026-07-22,84.52,50.71,0.4,5,3,141.99,0.4,0.7
MD00469,TEX0450,S002,2026-06-02,109.05,81.79,0.25,6,3,261.72,0.4,0.8
MD00470,MIR0354,S008,2026-07-14,56.87,34.12,0.4,5,3,95.54,0.4,0.7
MD00471,TEX0447,S007,2026-06-29,94.96,75.97,0.2,5,3,243.1,0.4,0.8
MD00472,DEC0148,S005,2026-07-20,64.17,38.5,0.4,6,4,138.61,0.4,0.9
MD00473,SHL1676,S010,2026-06-13,184.68,138.51,0.25,8,4,498.64,0.5,0.9
MD00474,DEC0148,S004,2026-06-21,64.17,44.92,0.3,5,3,125.77,0.4,0.7
MD00475,DEC0095,S001,2026-06-17,29.23,23.38,0.2,4,2,56.12,0.4,0.6
MD00476,WAL0286,S007,2026-07-16,164.35,123.26,0.25,5,3,394.44,0.4,0.8
MD00477,SHL1678,S006,2026-06-14,140.16,98.11,0.3,6,3,274.71,0.4,0.7
MD00478,FUR0586,S004,2026-07-21,131.63,78.98,0.4,6,3,252.73,0.4,0.8
MD00479,SRV1060,S005,2026-07-26,18.1,10.86,0.4,5,3,30.41,0.4,0.7
MD00480,MIR0413,S004,2026-06-07,251.03,188.27,0.25,5,3,527.16,0.4,0.7
MD00481,DEC0189,S009,2026-07-03,106.46,63.88,0.4,5,2,153.3,0.4,0.6
MD00482,WAL0219,S002,2026-08-01,152.2,121.76,0.2,6,4,438.34,0.4,0.9
MD00483,MIR0422,S001,2026-07-10,152.87,122.3,0.2,6,4,440.27,0.4,0.9
MD00484,TEX0477,S003,2026-07-01,21.52,17.22,0.2,5,3,48.2,0.4,0.7
MD00485,DEC0088,S010,2026-06-16,60.36,36.22,0.4,6,4,144.86,0.4,1.0
MD00486,UTL1149,S010,2026-06-08,68.07,51.05,0.25,7,4,183.79,0.4,0.9
MD00487,UTL1087,S006,2026-06-22,59.06,41.34,0.3,5,2,99.22,0.4,0.6
MD00488,PEN1890,S008,2026-07-26,300.62,240.5,0.2,9,4,865.79,0.4,0.9
MD00489,SRV1001,S008,2026-06-08,125.75,75.45,0.4,5,2,181.08,0.4,0.6
MD00490,LGT1810,S005,2026-06-12,85.09,63.82,0.25,6,3,204.22,0.4,0.8
MD00491,SEA0707,S002,2026-06-21,452.74,271.64,0.4,4,2,651.95,0.4,0.6
MD00492,WAL0257,S005,2026-07-08,47.93,35.95,0.25,4,2,86.27,0.4,0.6
MD00493,SHT1270,S007,2026-07-02,146.25,109.69,0.25,14,6,702.0,0.9,1.6
MD00494,DEC0113,S006,2026-07-18,68.91,41.35,0.4,5,3,132.31,0.4,0.8
MD00495,TEX0531,S003,2026-07-19,23.93,19.14,0.2,5,3,53.6,0.4,0.7
MD00496,GFT2248,S006,2026-05-29,170.28,119.2,0.3,7,4,429.11,0.4,0.9
MD00497,SRV1000,S003,2026-06-24,86.85,69.48,0.2,4,2,166.75,0.4,0.6
MD00498,KIT0887,S005,2026-08-02,157.1,117.82,0.25,6,4,424.17,0.4,0.9
MD00499,DEC0062,S002,2026-06-13,104.67,62.8,0.4,5,3,175.85,0.4,0.7
MD00500,FUR0626,S006,2026-07-14,149.27,89.56,0.4,11,5,429.9,0.7,1.2
MD00501,MIR0399,S008,2026-07-18,213.6,149.52,0.3,6,4,538.27,0.4,0.9
MD00502,SHT1290,S006,2026-07-08,55.78,41.84,0.25,9,4,167.34,0.6,1.0
MD00503,FUR0556,S003,2026-07-24,166.95,116.86,0.3,5,3,327.22,0.4,0.7
MD00504,MIR0391,S010,2026-07-10,258.92,207.14,0.2,5,3,579.98,0.4,0.7
MD00505,FUR0598,S004,2026-07-15,191.81,143.86,0.25,6,3,460.34,0.4,0.8
MD00506,TEX0491,S007,2026-08-02,40.67,30.5,0.25,6,4,122.01,0.4,1.0
MD00507,CND2139,S003,2026-07-14,27.22,21.78,0.2,7,4,87.1,0.4,1.0
MD00508,BSK1637,S006,2026-07-15,78.46,47.08,0.4,6,3,131.81,0.4,0.7
MD00509,TEX0473,S008,2026-07-23,80.37,56.26,0.3,6,4,225.04,0.4,1.0
MD00510,WAL0249,S006,2026-06-11,129.36,97.02,0.25,5,3,271.66,0.4,0.7
MD00511,DEC0092,S007,2026-06-20,109.11,76.38,0.3,9,3,244.41,0.4,0.8
MD00512,CND2147,S006,2026-08-02,21.07,14.75,0.3,7,4,53.1,0.4,0.9
MD00513,WAL0263,S007,2026-06-06,72.31,54.23,0.25,6,4,195.24,0.4,0.9
MD00514,DEC0185,S009,2026-06-06,123.69,92.77,0.25,7,4,371.07,0.4,1.0
MD00515,WAL0280,S009,2026-06-20,50.09,40.07,0.2,5,3,112.2,0.4,0.7
MD00516,TOW1467,S002,2026-07-15,53.91,40.43,0.25,7,3,129.38,0.4,0.8
MD00517,SEA0738,S009,2026-07-05,497.85,348.5,0.3,6,3,975.79,0.4,0.7
MD00518,TEX0491,S006,2026-07-13,40.67,24.4,0.4,5,3,68.33,0.4,0.7
MD00519,BSK1592,S008,2026-07-30,43.34,30.34,0.3,8,4,109.22,0.4,0.9
MD00520,MIR0389,S009,2026-06-20,64.57,51.66,0.2,5,3,144.64,0.4,0.7
MD00521,WAL0316,S008,2026-07-30,142.24,85.34,0.4,4,2,204.83,0.4,0.6
MD00522,TEX0443,S005,2026-06-20,43.15,34.52,0.2,5,3,110.46,0.4,0.8
MD00523,TEX0456,S010,2026-06-12,80.96,56.67,0.3,5,3,158.68,0.4,0.7
MD00524,FUR0557,S002,2026-06-29,274.68,206.01,0.25,4,2,494.42,0.4,0.6
MD00525,SEA0709,S001,2026-07-09,606.33,485.06,0.2,5,3,1358.18,0.4,0.7
MD00526,FUR0591,S003,2026-07-27,170.12,119.08,0.3,6,4,428.7,0.4,0.9
MD00527,TAB0788,S008,2026-08-05,515.59,309.35,0.4,5,3,866.19,0.4,0.7
MD00528,DEC0117,S002,2026-07-17,27.27,21.82,0.2,6,4,87.26,0.4,1.0
MD00529,CND2134,S009,2026-07-13,60.56,42.39,0.3,7,4,152.61,0.4,0.9
MD00530,PEN1892,S007,2026-06-25,169.01,101.41,0.4,6,3,283.94,0.4,0.7
MD00531,SHT1314,S002,2026-07-05,71.99,43.19,0.4,6,3,120.94,0.4,0.7
MD00532,TEX0522,S008,2026-07-30,61.77,49.42,0.2,9,4,177.9,0.4,0.9
MD00533,KIT0916,S006,2026-08-05,204.65,122.79,0.4,7,4,442.04,0.5,0.9
MD00534,TEX0532,S005,2026-08-02,28.63,22.9,0.2,6,3,73.29,0.4,0.8
MD00535,DEC0167,S007,2026-07-25,52.28,39.21,0.25,4,2,94.1,0.4,0.6
MD00536,WAL0223,S008,2026-07-25,184.43,147.54,0.2,6,4,531.16,0.4,0.9
MD00537,WAL0223,S001,2026-06-24,184.43,110.66,0.4,6,3,309.84,0.4,0.7
MD00538,DUV1195,S006,2026-08-04,129.68,97.26,0.25,7,2,233.42,0.4,0.6
MD00539,FUR0664,S007,2026-07-25,251.94,176.36,0.3,5,3,493.8,0.4,0.7
MD00540,LGT1794,S010,2026-06-15,218.18,174.54,0.2,5,2,418.91,0.4,0.6
MD00541,FUR0584,S005,2026-07-19,271.24,189.87,0.3,5,2,455.68,0.4,0.6
MD00542,WAL0197,S002,2026-06-21,63.59,50.87,0.2,4,2,122.09,0.4,0.6
MD00543,ORG1711,S008,2026-05-29,100.08,80.06,0.2,8,4,320.26,0.4,1.0
MD00544,FRM2206,S003,2026-07-29,31.64,18.98,0.4,7,4,75.94,0.4,1.0
MD00545,LGT1802,S006,2026-06-19,46.34,37.07,0.2,6,3,103.8,0.4,0.7
MD00546,GFT2226,S006,2026-06-22,74.21,44.53,0.4,6,3,124.67,0.4,0.7
MD00547,MIR0394,S007,2026-06-09,201.91,161.53,0.2,6,4,646.11,0.4,1.0
MD00548,WAL0276,S009,2026-06-29,95.7,66.99,0.3,6,3,187.57,0.4,0.7
MD00549,KIT0861,S001,2026-07-31,191.78,115.07,0.4,5,3,322.19,0.4,0.7
MD00550,DEC0185,S003,2026-05-29,123.69,98.95,0.2,6,3,277.07,0.4,0.7
MD00551,SEA0678,S004,2026-05-31,661.4,529.12,0.2,6,4,1904.83,0.4,0.9
MD00552,DEC0040,S006,2026-07-29,109.88,65.93,0.4,9,3,210.97,0.5,0.8
MD00553,WAL0332,S007,2026-07-11,46.12,27.67,0.4,5,3,88.55,0.4,0.8
MD00554,SHT1270,S005,2026-06-09,146.25,117.0,0.2,6,3,327.6,0.4,0.7
MD00555,DEC0114,S001,2026-06-25,34.17,20.5,0.4,4,2,49.2,0.4,0.6
MD00556,TAB0781,S008,2026-06-17,313.49,235.12,0.25,5,3,752.38,0.4,0.8
MD00557,DUV1201,S002,2026-07-05,163.6,130.88,0.2,6,3,366.46,0.4,0.7
MD00558,WAL0209,S009,2026-06-17,96.99,67.89,0.3,6,3,190.1,0.4,0.7
MD00559,PIL1336,S006,2026-07-26,49.06,36.8,0.25,10,4,161.9,0.5,1.1
MD00560,DEC0153,S007,2026-08-01,82.1,49.26,0.4,6,4,177.34,0.4,0.9
MD00561,SRV1047,S004,2026-07-04,134.57,100.93,0.25,5,3,322.97,0.4,0.8
MD00562,WAL0305,S010,2026-08-01,36.07,28.86,0.2,5,3,80.8,0.4,0.7
MD00563,DEC0011,S006,2026-07-09,27.91,20.93,0.25,7,3,66.98,0.4,0.8
MD00564,SRV1051,S002,2026-06-24,80.65,60.49,0.25,5,3,169.37,0.4,0.7
